"JASID","LGC","Site_no","SiteName_furigana","SiteName_original","Address","Chronology","SiteType","ArchaeologicalFeatures","MajorArtefacts","Lon","Lat","X","Y"
13212000800,13212,"8","さかにしおうけつぼぐん","坂西横穴墓群","日野市 大坂上一丁目","[奈良時代][平安時代]","横穴墓","※遺跡範囲のすべてが東京都指定史跡坂西横穴墓群となっています。","土師器 須恵器 編物片 人骨",139.3915421,35.67459816,-39992.6525423341,-36011.7529115802
13212000900,13212,"9","","日野市No.9遺跡","日野市 神明一丁目","[古墳時代]","古墳","[古墳時代]横穴式石室","",139.3981051,35.66889005,-39401.3458886783,-36647.6787666249
13212001000,13212,"10","やのうえおうけつぼぐん","谷ノ上横穴墓群","日野市 神明一丁目","[古墳時代][奈良時代]","横穴墓","","須恵器 刀子 鉄鏃 人骨 木炭",139.3974185,35.66886216,-39463.5181120075,-36650.4974190187
13212001100,13212,"11","ぼんてんやまおうけつぼぐん","梵天山横穴墓群","日野市 神明一丁目 神明二丁目","[古墳時代][奈良時代]","横穴墓","","土師器 須恵器 鉄鏃 刀子 直刀 鉄滓 人骨 銭貨",139.3936762,35.6680533,-39802.7134656277,-36738.7251576626
13212001200,13212,"12","","日野市No.12遺跡","日野市 神明二丁目","[中世]","その他（塚）","","銭貨",139.3942942,35.66961523,-39745.9905239167,-36565.6903836524
13212001300,13212,"13","","日野市No.13遺跡","日野市 大坂上一丁目 大坂上二丁目","[縄文時代（前期～中期）][古墳時代][奈良時代][平安時代]","包蔵地","","縄文土器 土師器",139.3902031,35.67769384,-40112.3156351735,-35667.7630379115
13212001400,13212,"14","みなみひろまぢいせき","南広間地遺跡","日野市 万願寺","[縄文時代（後期～晩期）][古墳時代][奈良時代][平安時代][中世][近世]","集落","[奈良時代][平安時代]住居 土坑 [中世]溝","縄文土器 打斧 磨斧 石鏃 石皿 磨石 凹石 土師器 須恵器 木製鋤柄 銭貨",139.4106364,35.67173494,-38265.518894846,-36337.0114468283
13212001500,13212,"15","たむらしやかたあと","田村氏館跡","日野市 下田","[中世]","城館","","",139.4150309,35.67084244,-37868.1169023706,-36437.7304841046
13212001600,13212,"16","","日野市No.16遺跡","日野市 川辺堀之内","[縄文時代][古墳時代][中世]","集落","ピット 溝 中世水田 畑 竪穴住居 土坑","縄文土器 石器 土師器 須恵器 中世陶器 木製品",139.4029803,35.66908529,-38959.8949685971,-36627.9622940058
13212001700,13212,"17","かわべほりのうちいせき","川辺堀之内遺跡","日野市 川辺堀之内 豊田","[縄文時代（前期～中期）][平安時代][中世]","包蔵地","竪穴状遺構 ピット 集石 土坑 溝 柱穴 落し穴","縄文土器 土師器 須恵器 古瀬戸 瓶子",139.3978648,35.66526407,-39424.8832094059,-37049.8586843536
13212001800,13212,"18","ふきあげいせき","吹上遺跡","日野市 東豊田三丁目","[縄文時代（中期）][弥生時代][古墳時代][奈良時代][平安時代]","集落","","",139.3894416,35.665114,-40187.5526726478,-37063.0957724436
13212001900,13212,"19","","日野市No.19遺跡","日野市 東豊田二丁目","[古墳時代]","古墳","円墳 [古墳時代]周溝","土師器",139.38618,35.66165521,-40484.5882229487,-37445.4847396782
13212002000,13212,"20","","日野市No.20遺跡","日野市 東豊田一丁目 東豊田二丁目","[奈良時代][平安時代][中世]","集落","[奈良時代][平安時代]住居 溝","土師器 須恵器 銭貨",139.3884116,35.66212941,-40282.3030330725,-37393.7927124246
13212002200,13212,"22","ひらやまいせき","平山遺跡","日野市 東平山二丁目 西平山 豊田","[旧石器時代][縄文時代（早期・中期）][弥生時代（後期）][古墳時代][奈良時代][平安時代][中世]","集落・古墳・墳墓","[旧石器時代]ユニット、[縄文時代]竪穴建物跡、集石、土坑、炉穴、[弥生時代]竪穴建物跡、方形周溝墓、[古墳時代]竪穴建物跡、古墳、[奈良～平安時代]掘立柱建物跡、柵列（ピット）、[中世]地下式土坑","[旧石器]石器、[縄文]土器、石器、[弥生]土器、[古墳]土師器、須恵器、鉄製刀子、人骨、[平安]土師器、[中世]銭貨、鉄製品",139.3756535,35.65123057,-41443.0335523573,-38597.6349372129
13212002300,13212,"23","ひらやまこふんぐん","平山古墳群","日野市 東平山一丁目","[古墳時代]","古墳","円墳 [古墳時代]横穴式石室 周溝","土師器 須恵器 鉄鏃 刀子 直刀 耳環",139.3800383,35.65091527,-41046.1473292314,-38634.4548946875
13212002400,13212,"24","ひらやまだいおうけつぼ","平山台横穴墓","日野市 旭が丘一丁目","[古墳時代?]","横穴墓","1基","須恵器 火打ち鎌 鉄鏃",139.3741675,35.6560483,-41575.0954125406,-38062.5156933325
13212002500,13212,"25","","日野市No.25遺跡","日野市 旭が丘六丁目","[旧石器時代]","包蔵地","","石器",139.3665114,35.65984208,-42266.3215446297,-37638.3577824279
13212002600,13212,"26","ひらやましやかた","平山氏館","日野市 平山五丁目","[平安時代][中世]","城館","※遺跡範囲のすべてが日野市指定史跡平山季重居館跡となっています。","鏡 刀",139.3805876,35.64720477,-40998.3033920502,-39046.3363918082
13212002700,13212,"27","ひらやまたておよびひらやまじょうあと","平山館及平山城跡","日野市 平山六丁目","[平安時代][中世]","城館","[中世]腰曲輪 虎口","",139.3827162,35.64463801,-40806.8523383483,-39331.9846829994
13212002800,13212,"28","みなみだいらいせき","南平遺跡","日野市 南平","[旧石器時代]","包蔵地","[旧石器時代]礫群","礫器 敲石 台石",139.3998752,35.65271619,-39249.0113264204,-38442.7581180649
13212002900,13212,"29","","日野市No.29遺跡","日野市 程久保","[縄文時代（早期）]","包蔵地","","縄文土器 石槍",139.4032484,35.64868663,-38945.5269473162,-38891.1490430935
13212003000,13212,"30","","日野市No.30遺跡","日野市 程久保","[縄文時代][古墳時代]","包蔵地","","打斧 土師器",139.3967939,35.64182327,-39533.3865453733,-39650.0103408123
13212003100,13212,"31","","日野市No.31遺跡","日野市 程久保","[縄文時代（早期）]","包蔵地","[縄文時代]土坑","縄文土器",139.4016348,35.64413902,-39093.8597361826,-39395.0312860192
13212003200,13212,"32","ほりきりやといせき","ホリキリ谷戸遺跡","日野市 程久保四丁目","[縄文時代][古墳時代][奈良時代][平安時代]","包蔵地","2基 [縄文時代]集石 [奈良時代][平安時代]竪穴遺構","縄文土器 石器 土師器 須恵器",139.4046184,35.6450841,-38823.2113303193,-39291.3641699477
13212003300,13212,"33","たかはたじょうあと","高幡城址","日野市 高幡","[中世]","城館","[中世]堀切り 腰曲輪 土塁","",139.4101513,35.66011184,-38314.9870618063,-37626.3205287644
13212003400,13212,"34","たかはただいいせき","高幡台遺跡","日野市 程久保一丁目","[縄文時代（前期～後期）]","包蔵地","[縄文時代]集石 土坑","縄文土器 打斧 石鏃 石匙 敲石 土師器 須恵器",139.4098767,35.65255204,-38343.4629238802,-38464.9167559073
13212003500,13212,"35","たかはただいいせきびー・しーちてん","高幡台遺跡B・C地点","日野市 程久保一丁目","[縄文時代（前期）][平安時代]","包蔵地","","縄文土器 土師器",139.4125203,35.65528592,-38102.7884042303,-38162.6413414301
13212003600,13212,"36","たかはただいいせきえーちてん","高幡台遺跡A地点","日野市 三沢","[縄文時代（後期）]","包蔵地","[縄文時代]小竪穴","縄文土器 石鏃 石皿 磨石",139.4149578,35.65584385,-37881.8186471382,-38101.6853674258
13212003700,13212,"37","","日野市No.37遺跡","日野市 落川","[時代不明]","包蔵地","","",139.4318174,35.65885028,-36353.8951087072,-37774.5116064974
13212003800,13212,"38","おちかわ・いちのみやいせき","落川・一の宮遺跡","日野市 落川","[縄文時代（晩期）][弥生時代（中期）][古墳時代][奈良時代][平安時代][中世][近世]","集落","[古墳時代]住居 土坑 [奈良時代]住居 掘立柱建物 土坑 溝 [古墳時代]?～[近世]水田 [奈良時代]～[中世]石敷遺構 [平安時代]住居 掘立柱建物 土坑 溝 粘土採掘坑 [中世]掘立柱建物 竪穴状遺構 地下炉 土坑 溝 道路 流路 [近世]礎石建物 畑 溝 墓壙","縄文土器 打斧 石鏃 弥生土器 土師器 須恵器 管玉 子持勾玉 勾玉 金環 石製模造品 砥石 刀子 鎚 釘 鉄鏃 石製・鉄製紡錘車 鉄錘 土錘 鉄鈴 門金具 陶硯 馬具 鍔 飾金具 墨書土器 磨石 石製・青銅製帯飾 馬歯 陶磁器 カワラケ 舶載陶磁器 瓦 板碑 銭貨 木杯 木蓋 くし 木杭",139.4368986,35.65469381,-35895.6926581348,-38237.508025026
13212003900,13212,"39","におうづかいせき","仁王塚遺跡","日野市 百草","[縄文時代（早期）]［中世］","集落","","縄文土器 礫器 石鏃 磨石",139.4314397,35.65296421,-36390.7629354703,-38427.386695347
13212004000,13212,"40","","日野市No.40遺跡","日野市 百草","[中世]","経塚？","","",139.4361089,35.65129036,-35968.7232817703,-38614.8060800705
13212004100,13212,"41","におうづか","仁王塚","日野市 百草","[平安時代][中世]","経塚","","陶器 経筒",139.433946,35.65109508,-36164.663198761,-38635.6773254925
13212004200,13212,"42","まんぞういんだいいせき","万蔵院台遺跡","日野市 百草","[縄文時代（前期～中期）][古墳時代]","集落","[縄文時代][古墳時代]住居","縄文土器 打斧 磨斧 石鏃 石皿 磨石 土錘 耳栓 土師器",139.4267706,35.64665921,-36816.4369444841,-39125.1394829624
13212004300,13212,"43","まんぞういんだいこふんぐん","万蔵院台古墳群","日野市 百草","[古墳時代]","古墳","[古墳時代]横穴式石室","土師器 須恵器 鉄鏃 刀子 直刀 金環 人骨 朱",139.4295171,35.64607333,-36567.9922759197,-39191.1633867966
13212004400,13212,"44","かがづか","加賀塚","日野市 栄町一丁目","[中世]","塚","※遺跡範囲のすべてが日野市指定史跡加賀塚(竹間加賀入道の墓)となっています。","",139.3926407,35.68204432,-39889.4964569943,-35186.1001467394
13212004500,13212,"45","","日野市No.45遺跡","日野市 東平山一丁目","[古墳時代]［奈良時代］","古墳","[古墳時代]横穴式石室","鉄鏃 刀子 勾玉 直刀 馬具",139.377944,35.65060839,-41235.9465067214,-38667.6244445116
13212004600,13212,"46","よつやまえいせき","四ツ谷前遺跡","日野市 栄町一丁目","[縄文時代][古墳時代][奈良時代][平安時代][中世][近世]","集落・社寺","[奈良時代][平安時代]住居 土坑 道路 [平安時代]溝 [中世][近世]井戸 土坑 溝 水田 掘込炉 配石遺構 地下式土壙 [中世]土壙 火葬址 道路","縄文土器 打斧 土師器 須恵器 灰釉陶器 陶磁器 鉄鏃 刀子 紡錘車 風字硯 丸鞆 瓦塔 板碑 鉦鼓 銭貨 人骨 牛馬骨",139.3943917,35.68237897,-39730.8369764266,-35149.6827090991
13212004700,13212,"47","うばくぼいせき","姥久保遺跡","日野市 新町一丁目","[縄文時代（前期～中期）][古墳時代][奈良時代][平安時代][中世][近世]","集落・その他（水田・墓地）","[古墳時代]住居 [平安時代]道路 水田 [中世]掘込炉 集石遺構 井戸 土坑 地下式土壙 土壙 火葬墓溝 道路 [時代不明]掘立柱建物","縄文土器 打斧 石鏃 土師器 須恵器 丸鞆 カワラケ 板碑 陶磁器 石臼 短刀 銅製笄 銭貨 人骨",139.3907818,35.68010143,-40058.7278363237,-35400.8938458982
13212004800,13212,"48","にしひらやまこふんぐん","西平山古墳群","日野市 西平山三丁目","[古墳時代]","古墳","[古墳時代]周溝 石組","須恵器",139.368125,35.64826493,-42126.3030976306,-38923.4506745707
13212004900,13212,"49","おおじっぺらいせき","大寺平遺跡","日野市 高幡 南平一丁目","[古墳時代]","集落","[古墳時代]住居","土師器",139.4075421,35.66292914,-38549.8717715655,-37312.7414930852
13212005000,13212,"50","さんのううえいせき","山王上遺跡","日野市 多摩平二丁目 多摩平四丁目","[縄文時代][奈良時代][平安時代][中世]","集落","[縄文時代]土壙 集石 ピット 竪穴住居址 [平安時代]掘立柱建物址 溝 竪穴住居址","縄文土器 土師器 須恵器 石鏃 打製石斧 土錘 金属製品 石製品",139.3828498,35.66444457,-40784.6829384174,-37134.6484000422
13212005100,13212,"51","","日野市No.51遺跡","日野市 多摩平六丁目","[旧石器時代][縄文時代（早期～前期・後期）][平安時代][中世]","集落","[旧石器時代]石器ブロック [縄文時代]土坑 ピット [平安時代]竪穴住居址 土坑","石器（尖頭器） 土器 石器 土師器",139.3843692,35.66875754,-40644.9364072059,-36656.7848091284
13212005200,13212,"52","しょうにんづか","上人塚","日野市 日野台三丁目","[平安時代][中世]","その他（塚）","※遺跡範囲のすべてが日野市指定史跡上人塚となっています。","須恵器（古代） かわらけ（中世）",139.381142,35.67296907,-40934.9479437214,-36188.2055828358
13212005300,13212,"53","ひらやまだい２ごうおうけつぼ","平山台２号横穴墓","日野市 旭が丘一丁目","[奈良時代][平安時代]","横穴墓","横穴墓","人骨",139.3759871,35.65696887,-41409.8636685008,-37961.153326213
13213000100,13213,"1","","東村山No.1遺跡","東村山市 多摩湖町三丁目","[縄文時代（中期）]","包蔵地・集落","","縄文土器",139.4442464,35.76501003,-35181.8615866049,-26001.3145755323
13213000200,13213,"2","やけべやまいせき","宅部山遺跡","東村山市 多摩湖町四丁目","[縄文時代（中期）][奈良時代]","包蔵地・その他（瓦塔）","[奈良時代]瓦塔基壇","縄文土器　石器　瓦塔",139.4478513,35.76620791,-34855.3765944493,-25869.704304353
13213000300,13213,"3","","東村山市No.3遺跡","東村山市 多摩湖町二丁目","[奈良時代]","包蔵地","","土師器　須恵器",139.4462054,35.76300638,-35005.6026477734,-26224.3095107577
13213000400,13213,"4","","東村山市No.4遺跡","東村山市 多摩湖町二丁目","[縄文時代（中期）]","包蔵地","","縄文土器　打製石斧　楔形石器",139.4453814,35.75957969,-35081.6166589713,-26604.1866906798
13213000500,13213,"5","","東村山市No.5遺跡","東村山市 多摩湖町一丁目","[縄文時代（中期）][古墳時代][奈良時代][中世]","包蔵地","","縄文土器　剥片　土師器　須恵器　陶器　磁器",139.448643,35.76342426,-34785.0024565482,-26178.815762555
13213000700,13213,"7","ひなたきた","日向北遺跡","東村山市 多摩湖町一丁目","[旧石器時代][縄文時代（早期～晩期）][弥生時代（後期）][古墳時代][奈良時代][平安時代][中世]","集落","[縄文時代]住居　[古墳時代]住居","尖頭器　縄文土器　打製石斧　磨製石斧　石鏃　石錐　敲石　土錘　垂飾　石棒　石剣　紡錘車　耳栓　土偶　剥片　残核　焼獣骨　弥生土器　土師器　須恵器　陶器　磁器",139.4518359,35.76470573,-34495.7349897473,-26037.7721681694
13213001000,13213,"10","ひなたづか（ひとみづか）","日向塚（人見塚）","東村山市 多摩湖町一丁目","[時代不明]","その他（塚）","","縄文土器　打製石斧　土師器　須恵器",139.449982,35.76152986,-34664.7468043145,-26389.4629367679
13213001100,13213,"11","","東村山市No.11遺跡","東村山市 廻田町三丁目","[縄文時代（中期）]","包蔵地","","縄文土器　石鏃",139.444279,35.75814685,-35181.9354848861,-26762.7570420713
13213001200,13213,"12","","東村山市No.12遺跡","東村山市 廻田町三丁目","[縄文時代（中期）]","包蔵地","","縄文土器",139.4475079,35.75835171,-34889.8572591309,-26741.1828280308
13213001700,13213,"17","なかのわり（ひなた）いせき","中の割(日向)遺跡","東村山市 多摩湖町一丁目　 廻田町三丁目　 廻田町四丁目","[旧石器時代][縄文時代（草創期～後期）][弥生時代（後期）][古墳時代][奈良時代][平安時代][中世]","集落","［縄文時代］竪穴住居跡　敷石住居　土坑 集石土坑　配石","ナイフ形石器　尖頭器　釉石刃　剥片　残核　縄文土器　耳栓　土製円盤　ミニチュア土器　打製石斧　磨製石斧　石鏃　楔形石器　石棒　敲石　磨石兼敲石　スクレイパー　石皿　台石　石皿兼台石　剥片　残核　弥生土器　瓦　土師器　須恵器　陶器　磁器　板碑",139.4503939,35.76027619,-34628.0436213033,-26528.6960053242
13213001800,13213,"18","","東村山市No.18遺跡","東村山市 諏訪町三丁目","[縄文時代（中期）][弥生時代（後期）][古墳時代][奈良時代][平安時代][中世]","包蔵地","","縄文土器　磨製石斧　石皿　剥片　弥生土器　土師器　須恵器　陶器",139.4532948,35.76733005,-34362.6890562521,-25747.1310692553
13213001900,13213,"19","","東村山市No.19遺跡","東村山市 諏訪町三丁目","[縄文時代（前期～中期）][古墳時代][奈良時代][平安時代][中世]","包蔵地","","縄文土器　剥片　土師器　須恵器　陶器",139.4556294,35.76710719,-34151.6912402775,-25772.672018253
13213002000,13213,"20","","東村山市No.20遺跡","東村山市 諏訪町三丁目","[縄文時代（中期）]","包蔵地","","縄文土器",139.4586163,35.76785933,-33881.2978790479,-25690.2628450576
13213002100,13213,"21","","東村山市No.21遺跡","東村山市 諏訪町三丁目","[縄文時代（中期）][古墳時代][奈良時代][平安時代]","包蔵地","","縄文土器　土師器　須恵器　瓦",139.4608136,35.76953073,-33681.9160140135,-25505.587682728
13213002200,13213,"22","","東村山市No.22遺跡","東村山市 野口町四丁目　 諏訪町二丁目","[縄文時代（早期・中期）][古墳時代][奈良時代][平安時代]","包蔵地","","縄文土器　打製石斧　敲石　土師器",139.4635039,35.76815206,-33439.2446199171,-25659.4644691263
13213002300,13213,"23","","東村山市No.23遺跡","東村山市 諏訪町二丁目","[縄文時代（前期～中期）]","包蔵地","","縄文土器",139.46665,35.77220489,-33153.097155336,-25210.8944634227
13213002400,13213,"24","","東村山市No.24遺跡","東村山市 諏訪町二丁目","[縄文時代（中期）]","包蔵地","","縄文土器　打製石斧　剥片",139.4671994,35.77312412,-33103.0428325203,-25109.0967209483
13213002500,13213,"25","","東村山市No.25遺跡","東村山市 諏訪町二丁目","[縄文時代（中期）]","包蔵地","","縄文土器",139.4683667,35.77359765,-32997.3083673434,-25056.9548324851
13213002600,13213,"26","とくぞうじ（のぐち）いせき","徳蔵寺(野口)遺跡","東村山市 諏訪町一丁目","[縄文時代（早期・中期～晩期）][弥生時代（前期～中期）][古墳時代][奈良時代][平安時代][中世]","包蔵地","[時代不明]V字溝","縄文土器　打製石斧　石皿　残核　弥生土器　土師器　須恵器　陶器　中世土器　磁器　板碑　石製円盤　木製品",139.4687443,35.77033856,-32964.5136933529,-25418.6596839129
13213002700,13213,"27","","東村山市No.27遺跡","東村山市 野口町三丁目","[縄文時代（中期～晩期）][弥生時代（後期）][古墳時代][奈良時代][平安時代]","包蔵地","","縄文土器　打製石斧　敲石　剥片　弥生土器　土師器　須恵器",139.4547198,35.76473359,-34234.9540240827,-26035.6922335002
13213002800,13213,"28","かじやついせき","鍛冶谷ッ遺跡","東村山市 野口町三丁目","[縄文時代（中期～晩期）][弥生時代（前期～後期）][古墳時代][奈良時代]［平安時代］","包蔵地","","縄文土器　剥片　弥生土器　土師器　須恵器",139.4555438,35.76621006,-34159.8147511828,-25872.1737024737
13213002900,13213,"29","","東村山市No.29遺跡","東村山市 野口町三丁目","[縄文時代（早期～中期）][古墳時代][奈良時代][平安時代][中世]","包蔵地","","縄文土器　打製石斧　剥片　残核　土師器　須恵器　板碑　陶器　中世土器",139.4540332,35.76269993,-34297.9109457703,-26261.0752385711
13213003000,13213,"30","","東村山市No.30遺跡","東村山市 野口町三丁目","[旧石器時代][縄文時代（中期～後期）][古墳時代][奈良時代][平安時代]","包蔵地","","縄文土器　剥片　残核　土師器　須恵器",139.4558871,35.76445501,-34129.523054141,-26067.0061267719
13213003100,13213,"31","しょうふくじいせき","正福寺遺跡","東村山市 野口町三丁目　 野口町四丁目","[旧石器時代][縄文時代（早期～中期）][古墳時代][奈良時代][平安時代][中世]","集落","[奈良時代]住居　[平安時代]住居","尖頭器　縄文土器　打製石斧　石鏃　剥片　石皿　敲石　磨石兼敲石　土師器　須恵器　砥石　紡錘車　刀子　鉄鏃　陶器",139.4575007,35.7645943,-33983.5578581237,-26052.1132681323
13213003200,13213,"32","","東村山市No.32遺跡","東村山市 野口町四丁目","[縄文時代（早期・中期・晩期）][古墳時代][平安時代]","包蔵地","","縄文土器　石鏃　土師器　須恵器",139.4610195,35.76593718,-33664.8134628184,-25904.3424994407
13213003300,13213,"33","べんてんいけきたいせき","弁天池北遺跡","東村山市 野口町四丁目","[縄文時代（前期～後期）][古墳時代][奈良時代][平安時代][中世]","集落","竪穴建物　土坑　埋設土器　溝状遺構","縄文土器　打製石斧　石皿　剥片　土師器　須恵器　紡錘車　刀子　小刀　角釘　瓦　紡錘車　陶器　磁器　板碑　銭貨",139.4612942,35.76365282,-33640.9366567126,-26157.8735212169
13213003400,13213,"34","","東村山市No.34遺跡","東村山市 野口町四丁目","[縄文時代（中期）][古墳時代]","包蔵地","","縄文土器　土師器",139.4634228,35.76540788,-33447.7264292294,-25963.888002685
13213003500,13213,"35","","東村山市No.35遺跡","東村山市 野口町四丁目","[縄文時代（中期）]","包蔵地","","縄文土器",139.4633541,35.76281707,-33455.0231846626,-26251.3001049183
13213003600,13213,"36","","東村山市No.36遺跡","東村山市 秋津町三丁目","[縄文時代（前期～後期）][中世]","包蔵地","","縄文土器　打製石斧　残核　剥片　土師器　中世土器　陶器",139.4784377,35.77417247,-32086.5359324369,-24996.5256410593
13213003700,13213,"37","","東村山市No.37遺跡","東村山市 秋津町三丁目　 久米川町一丁目","[縄文時代（早期・中期）][平安時代][中世]","包蔵地","","縄文土器　スクレイパー　楔形石器　敲石　剥片　残核　焼礫　須恵器　陶器",139.4795714,35.77116054,-31985.2424457184,-25331.0528888863
13213003800,13213,"38","しもざわいせき","下沢遺跡","東村山市 秋津町三丁目　 秋津町四丁目","[旧石器時代][縄文時代（早期～晩期）][弥生時代（後期）][古墳時代][奈良時代][平安時代][中世]","集落","［縄文時代］住居　[平安時代]住居","ナイフ形石器　縄文土器　打製石斧　磨製石斧　石鏃　石皿　砥石　剥片　焼礫　弥生土器　土師器　須恵器　瓦　刀子　鉄鏃　板碑　陶器",139.4823859,35.77665151,-31728.5881728267,-24722.7754020503
13213003900,13213,"39","","東村山市No.39遺跡","東村山市 秋津町三丁目　 秋津町四丁目","[縄文時代（中期）]","包蔵地","","縄文土器　剥片",139.4832099,35.77439531,-31654.9856130145,-24973.3546416349
13213004000,13213,"40","ささづか（あきつはらかた）いせき","笹塚（秋津原方）遺跡","東村山市 秋津町四丁目　 秋津町五丁目","[旧石器時代][縄文時代（早期～後期）][古墳時代][奈良時代][平安時代][中世]","集落","［縄文時代］住居　炉穴　土坑　溝","ナイフ形石器　細石刃　尖頭器　剥片　縄文土器　ミニチュア土器　打製石斧　磨製石斧　石鏃　スクレイパー　石匙　石錐　楔形石器　石皿　凹石　敲石　砥石　残核　釣針状石器　石棒　浮子　土器片錘　土製円盤　土師器　須恵器　瓦　陶器　磁器",139.487982,35.77670721,-31222.6301006032,-24718.3931089498
13213004100,13213,"41","あきつじんじゃいせき","秋津神社遺跡","東村山市 秋津町五丁目","[縄文時代（前期～中期）][古墳時代][奈良時代][平安時代]","包蔵地","","縄文土器　土師器",139.4921362,35.7785734,-30846.3336369975,-24512.6652780128
13213004200,13213,"42","","東村山市No.42遺跡","東村山市 秋津町五丁目","[縄文時代（中期～後期）]","包蔵地","","縄文土器",139.4900076,35.77612228,-31039.725667051,-24783.9312630864
13213004300,13213,"43","","東村山市No.43遺跡","東村山市 秋津町一丁目　 秋津町二丁目　 秋津町四丁目　 秋津町五丁目","[縄文時代（中期）]","包蔵地","","縄文土器　スクレイパー",139.490042,35.774646,-31037.1892869882,-24947.7271311948
13213004400,13213,"44","","東村山市No.44遺跡","東村山市 富士見町三丁目","[旧石器時代][縄文時代（中期）]","包蔵地","[旧石器時代]礫群","ナイフ形石器　残核　剥片　焼礫　縄文土器",139.4520037,35.74886882,-34487.3953996593,-27794.8443436206
13213004500,13213,"45","","東村山市No.45遺跡","東村山市 美住町二丁目","[縄文時代（前期～中期）][中世]","包蔵地","","縄文土器　石鏃　磨製石斧",139.4642468,35.75423613,-33377.8850342133,-27203.6096569939
13213004600,13213,"46","せんげんづか","浅間塚","東村山市 本町一丁目","[近世]","その他（塚）","※遺跡範囲のすべてが東村山市指定史跡浅間塚となっています。","",139.4655514,35.75590781,-33259.2089865111,-27018.5899176714
13213004701,13213,"47-1","おおつか（さかいづか）","大塚（境塚）","東村山市 本町一丁目","[近世]","その他（塚）","※遺跡範囲のすべてが東村山市指定史跡境塚となっています。","",139.4665814,35.75448688,-33166.653388441,-27176.5826076462
13213004702,13213,"47-2","こつか（さかいづか）","小塚（境塚）","東村山市 本町一丁目","[近世]","その他（塚）","","",139.467268,35.75412468,-33104.7115071116,-27216.9985764141
13213004800,13213,"48","","東村山市No.48遺跡","東村山市 恩多町一丁目","[旧石器時代][縄文時代（早期）]","包蔵地","[旧石器時代]礫群","ナイフ形石器　尖頭器　石錐　残核　剥片　焼礫　スクレイパー　角錐状石器　揉錐器　細石核　細石刃　縄文土器",139.4906943,35.75456034,-30986.0028526463,-27176.320622477
13213004900,13213,"49","","東村山市No.49遺跡","東村山市 恩多町一丁目","[旧石器時代]","包蔵地","[旧石器時代]礫群","焼礫",139.4918616,35.7530558,-30881.0208551389,-27343.6085224425
13213005000,13213,"50","","東村山市No.50遺跡","東村山市 恩多町一丁目","[旧石器時代]","包蔵地","","ナイフ形石器　残核　焼礫",139.4932349,35.75472751,-30756.1826356486,-27158.5739858714
13213005100,13213,"51","","東村山市No.51遺跡","東村山市 恩多町一丁目","[縄文時代（早期）]","包蔵地","","縄文土器",139.4934772,35.75383593,-30734.6134290632,-27257.5653946039
13213005200,13213,"52","","東村山市No.52遺跡","東村山市 恩多町一丁目","[旧石器時代]","包蔵地","","ナイフ形石器",139.4928249,35.753418,-30793.7648824796,-27303.7275573397
13213005300,13213,"53","","東村山市No.53遺跡","東村山市 恩多町一丁目","[旧石器時代][縄文時代（早期）]","集落","[旧石器時代]礫群","ナイフ形石器　尖頭器　剥片　削器　焼礫　縄文土器",139.4929622,35.75221993,-30781.8095265778,-27436.6892918545
13213005400,13213,"54","","東村山市No.54遺跡","東村山市 野口町二丁目","[旧石器時代][縄文時代（中期）]","包蔵地","","尖頭器　縄文土器　打製石斧　剥片",139.4615689,35.75939038,-33617.8905383631,-26630.8609080732
13213005500,13213,"55","","東村山市No.55遺跡","東村山市 多摩湖町一丁目","[縄文時代（中期）][古墳時代][奈良時代]","包蔵地","","縄文土器　土師器　須恵器",139.4511836,35.76317353,-34555.3801438589,-26207.5313290779
13213005600,13213,"56","","東村山市No.56遺跡","東村山市 野口町四丁目","[縄文時代（中期）][古墳時代]","包蔵地","","縄文土器　須恵器",139.4597493,35.7654636,-33779.8663694331,-25956.4465527726
13213005700,13213,"57","","東村山市No.57遺跡","東村山市 野口町四丁目","[縄文時代（中期）][奈良時代]","包蔵地","","縄文土器　土師器　須恵器",139.4594403,35.7667729,-33807.2525625563,-25811.0806177258
13213005800,13213,"58","","東村山市No.58遺跡","東村山市 諏訪町三丁目","[縄文時代（前期～中期）][中世]","包蔵地","","縄文土器　板碑",139.4606076,35.77164778,-33699.6487384812,-25270.6420165539
13213006000,13213,"60","","東村山市No.60遺跡","東村山市 廻田町三丁目","[弥生時代（後期）][古墳時代][中世]","包蔵地","","弥生土器　土師器　陶器　板碑",139.4461711,35.75815883,-35010.8280038065,-26762.1052235736
13213006100,13213,"61","","東村山市No.61遺跡","東村山市 廻田町三丁目","[縄文時代（中期）][古墳時代][奈良時代]","包蔵地","","縄文土器　土師器",139.4470294,35.75723943,-34933.6140035038,-26864.4134928845
13213006200,13213,"62","","東村山市No.62遺跡","東村山市 野口町三丁目","[縄文時代（中期）][古墳時代]","包蔵地","","縄文土器　土師器",139.4552691,35.76164129,-34186.6080859384,-26378.9569647398
13213006300,13213,"63","","東村山市No.63遺跡","東村山市 野口町三丁目","[縄文時代（中期）][古墳時代][奈良時代][平安時代][中世]","包蔵地","","縄文土器　土師器　須恵器　板碑　陶器",139.4552005,35.76384213,-34191.8695068094,-26134.7624192111
13213006400,13213,"64","","東村山市No.64遺跡","東村山市 野口町三丁目","[縄文時代（中期）]","包蔵地","","縄文土器",139.4571231,35.76256064,-34018.5672243702,-26277.6052742841
